[46, 44, 43, 43, 44, 45, 45, 44]
[112, 109, 107, 107, 108, 109, 110, 114]
[53, 50, 51, 52, 51, 52, 53, 51]
[169, 165, 164, 165, 165, 165, 165, 168]
[24, 23, 23, 23, 23, 24, 24, 24]
[161, 163, 156, 158, 159, 158, 155, 152]
[23, 22, 23, 22, 23, 23, 23, 23]
[22, 22, 22, 21, 22, 22, 22, 22]
[67, 67, 68, 67, 65, 66, 67, 68]
[46, 44, 43, 43, 44, 45, 45, 44]
[22, 21, 22, 21, 22, 22, 22, 22]
[24, 23, 23, 23, 23, 24, 24, 24]
[53, 50, 51, 52, 51, 52, 53, 51]
[76, 75, 74, 75, 75, 75, 75, 76]
[82, 79, 79, 81, 80, 80, 80, 82]
[164, 162, 157, 154, 152, 154, 155, 158]
[2, 2, 2, 2, 2, 2, 2, 2]
[83, 82, 85, 86, 86, 85, 84, 85]
[77, 77, 80, 80, 80, 80, 79, 80]
[58, 56, 57, 59, 56, 56, 58, 56]
[114, 111, 109, 109, 110, 111, 112, 116]
[147, 140, 139, 143, 142, 145, 145, 142]
[20, 19, 18, 18, 18, 19, 19, 19]
[36, 37, 38, 38, 37, 38, 38, 38]
[10, 10, 10, 10, 10, 10, 10, 10]
[23, 22, 23, 22, 23, 23, 23, 23]
[170, 168, 167, 170, 163, 162, 163, 162]
[150, 143, 142, 146, 145, 148, 148, 145]
[78, 78, 81, 81, 81, 81, 80, 81]
[79, 77, 77, 79, 78, 79, 79, 79]
[22, 21, 22, 21, 22, 22, 22, 22]
[23, 23, 23, 23, 23, 24, 24, 24]
[147, 140, 139, 143, 142, 145, 145, 142]
[58, 56, 57, 59, 56, 56, 58, 56]
[23, 22, 23, 22, 23, 23, 23, 23]
[54, 51, 52, 53, 52, 53, 54, 52]
[10, 10, 10, 10, 10, 10, 10, 10]
[150, 143, 142, 146, 145, 148, 148, 145]
[76, 75, 74, 75, 75, 75, 75, 76]
[76, 75, 74, 75, 75, 75, 75, 76]
[44, 45, 47, 47, 47, 44, 42, 40]
[164, 162, 157, 154, 152, 154, 155, 158]
[20, 19, 18, 18, 19, 19, 19, 19]
[164, 162, 157, 154, 152, 154, 155, 158]
[97, 96, 100, 98, 99, 99, 98, 97]
[2, 2, 2, 2, 2, 2, 2, 2]
[83, 82, 85, 86, 86, 85, 84, 85]
[22, 22, 22, 21, 22, 22, 22, 22]
[164, 162, 157, 154, 152, 154, 155, 158]
[20, 19, 18, 18, 18, 19, 19, 19]
