[421, 423, 429, 428, 423, 417, 411, 411]
[405, 408, 414, 416, 416, 405, 394, 390]
[349, 347, 344, 344, 346, 347, 352, 357]
[370, 372, 379, 380, 375, 366, 364, 362]
[489, 485, 479, 474, 468, 471, 476, 483]
[362, 363, 364, 365, 363, 362, 363, 363]
[319, 320, 318, 315, 314, 319, 323, 325]
[336, 334, 335, 343, 335, 338, 336, 333]
[383, 386, 390, 387, 388, 385, 387, 380]
[381, 381, 384, 385, 387, 382, 372, 370]
[358, 360, 361, 353, 355, 355, 355, 357]
[383, 390, 387, 386, 389, 387, 388, 391]
[378, 375, 373, 373, 373, 376, 381, 383]
[373, 374, 373, 375, 378, 373, 370, 372]
[387, 389, 389, 395, 391, 388, 387, 389]
[429, 425, 421, 421, 421, 426, 428, 429]
[421, 423, 429, 428, 423, 417, 411, 411]
[361, 362, 368, 370, 368, 367, 365, 362]
[319, 320, 318, 315, 314, 319, 323, 325]
[378, 375, 373, 373, 373, 376, 381, 383]
[349, 347, 344, 344, 346, 347, 352, 357]
[370, 372, 379, 380, 375, 366, 364, 362]
[258, 253, 253, 254, 253, 255, 258, 263]
[342, 341, 340, 331, 328, 330, 332, 337]
[352, 351, 348, 346, 347, 350, 352, 351]
[425, 424, 422, 425, 420, 421, 424, 419]
[430, 424, 421, 419, 427, 434, 434, 428]
[331, 331, 333, 334, 338, 336, 335, 333]
[345, 353, 355, 357, 348, 339, 345, 344]
[363, 370, 375, 370, 367, 364, 361, 360]
[379, 374, 373, 373, 380, 386, 389, 389]
[366, 370, 373, 389, 384, 373, 370, 375]
[315, 319, 321, 320, 319, 314, 310, 308]
[452, 450, 444, 444, 445, 449, 452, 455]
[373, 374, 373, 375, 378, 373, 370, 372]
[347, 346, 352, 349, 345, 344, 346, 344]
[393, 396, 394, 389, 394, 392, 387, 384]
[452, 450, 444, 443, 442, 445, 449, 452]
[390, 391, 400, 407, 404, 403, 399, 396]
[363, 355, 349, 351, 359, 365, 368, 369]
[358, 360, 361, 353, 355, 355, 355, 357]
[354, 358, 361, 373, 369, 357, 350, 344]
[357, 358, 355, 353, 350, 350, 353, 357]
[404, 405, 405, 401, 401, 403, 406, 407]
[389, 392, 391, 389, 387, 383, 389, 391]
[319, 320, 319, 317, 317, 321, 317, 315]
[337, 340, 346, 345, 340, 335, 336, 335]
[392, 383, 379, 382, 387, 388, 385, 383]
[411, 404, 402, 407, 412, 414, 412, 411]
[376, 379, 377, 373, 371, 372, 369, 370]
