[47, 45, 44, 43, 45, 46, 45, 44]
[23, 23, 23, 23, 23, 24, 23, 24]
[24, 23, 23, 23, 23, 24, 24, 24]
[146, 143, 138, 135, 139, 141, 140, 139]
[1, 1, 1, 1, 1, 1, 1, 1]
[24, 23, 23, 23, 23, 24, 24, 24]
[47, 45, 44, 43, 45, 46, 45, 44]
[23, 22, 22, 22, 22, 23, 23, 23]
[24, 23, 23, 23, 23, 24, 24, 24]
[23, 23, 23, 23, 23, 24, 23, 24]
[82, 82, 81, 81, 81, 81, 81, 82]
[52, 49, 50, 51, 50, 51, 52, 50]
[122, 119, 116, 116, 118, 118, 120, 123]
[82, 82, 83, 82, 83, 84, 82, 85]
[23, 23, 23, 23, 23, 24, 23, 24]
[19, 18, 18, 18, 18, 18, 18, 18]
[2, 2, 2, 2, 2, 2, 2, 2]
[1, 1, 1, 1, 1, 1, 1, 1]
[1, 1, 1, 1, 1, 1, 1, 1]
[23, 22, 22, 22, 22, 23, 23, 23]
[23, 22, 22, 22, 22, 23, 23, 23]
[23, 23, 23, 23, 23, 24, 23, 24]
[54, 51, 52, 53, 52, 53, 53, 52]
[82, 82, 81, 81, 81, 81, 81, 82]
[82, 82, 81, 81, 81, 81, 81, 82]
[122, 119, 116, 116, 118, 118, 120, 123]
[20, 19, 19, 18, 19, 19, 19, 19]
[122, 119, 116, 116, 118, 118, 120, 123]
[22, 21, 22, 21, 22, 22, 22, 22]
[24, 23, 23, 23, 23, 24, 24, 24]
[122, 119, 116, 116, 118, 118, 120, 123]
[20, 19, 19, 19, 19, 20, 19, 19]
[95, 95, 95, 94, 96, 96, 94, 97]
[23, 23, 23, 23, 23, 24, 23, 24]
[51, 49, 49, 50, 50, 51, 51, 50]
[54, 51, 52, 53, 52, 53, 53, 52]
[55, 51, 52, 53, 53, 54, 54, 53]
[24, 23, 23, 23, 23, 24, 24, 24]
[146, 143, 138, 135, 139, 141, 140, 139]
[80, 79, 78, 79, 79, 79, 79, 80]
[95, 95, 95, 94, 96, 96, 94, 97]
