[25, 24, 24, 24, 24, 25, 25, 25]
[145, 142, 136, 135, 138, 140, 140, 138]
[1, 1, 1, 1, 1, 1, 1, 1]
[25, 24, 24, 24, 24, 25, 25, 25]
[25, 24, 24, 24, 24, 25, 25, 25]
[27, 27, 27, 27, 27, 28, 27, 28]
[2, 2, 2, 2, 2, 2, 2, 2]
[1, 1, 1, 1, 1, 1, 1, 1]
[27, 27, 27, 27, 27, 28, 27, 28]
[27, 27, 27, 27, 27, 28, 27, 28]
[21, 20, 19, 19, 20, 20, 20, 20]
[23, 22, 23, 22, 23, 23, 23, 23]
[25, 24, 24, 24, 24, 25, 25, 25]
[20, 19, 19, 19, 19, 20, 20, 19]
[95, 95, 95, 94, 96, 97, 94, 97]
[52, 50, 50, 51, 51, 52, 52, 51]
[25, 24, 24, 24, 24, 25, 25, 25]
[145, 142, 136, 135, 138, 140, 140, 138]
[77, 76, 75, 76, 76, 75, 75, 77]
[95, 95, 95, 94, 96, 97, 94, 97]
