[237, 237, 234, 229, 235, 239, 235, 231]
[270, 269, 269, 270, 272, 274, 273, 272]
[306, 309, 304, 299, 299, 301, 306, 310]
[303, 296, 288, 290, 297, 304, 304, 303]
[354, 358, 349, 346, 347, 346, 343, 347]
[245, 253, 247, 246, 243, 244, 243, 242]
[216, 222, 220, 214, 216, 221, 221, 222]
[270, 266, 260, 263, 268, 269, 269, 273]
[271, 272, 267, 271, 273, 276, 270, 271]
[319, 323, 329, 329, 327, 324, 317, 312]
[353, 350, 353, 351, 353, 352, 355, 361]
[247, 246, 245, 245, 246, 251, 246, 239]
[332, 330, 327, 323, 324, 327, 326, 333]
[239, 236, 235, 234, 239, 244, 240, 236]
[261, 268, 267, 268, 268, 263, 260, 258]
[335, 334, 333, 328, 321, 316, 318, 320]
[237, 237, 234, 229, 235, 239, 235, 231]
[269, 269, 271, 272, 266, 267, 265, 266]
[216, 222, 220, 214, 216, 221, 221, 222]
[332, 330, 327, 323, 324, 327, 326, 333]
[306, 309, 304, 299, 299, 301, 306, 310]
[303, 296, 288, 290, 297, 304, 304, 303]
[210, 214, 224, 228, 223, 216, 209, 202]
[290, 292, 283, 281, 285, 286, 285, 286]
[257, 253, 248, 252, 255, 257, 258, 259]
[227, 233, 237, 231, 227, 225, 226, 225]
[393, 386, 385, 376, 372, 372, 374, 379]
[319, 324, 328, 342, 337, 325, 316, 310]
[328, 334, 345, 351, 341, 322, 317, 317]
[257, 257, 255, 251, 257, 261, 257, 254]
[299, 296, 294, 297, 302, 314, 313, 306]
[269, 265, 267, 270, 274, 264, 257, 256]
[123, 119, 121, 122, 122, 120, 119, 122]
[302, 298, 299, 301, 302, 309, 319, 320]
[239, 236, 235, 234, 239, 244, 240, 236]
[190, 196, 200, 195, 190, 188, 186, 187]
[316, 316, 312, 314, 314, 316, 321, 323]
[250, 246, 240, 237, 238, 242, 243, 243]
[256, 256, 254, 256, 253, 252, 251, 248]
[273, 275, 274, 277, 282, 278, 274, 272]
[353, 350, 353, 351, 353, 352, 355, 361]
[236, 239, 234, 227, 232, 234, 230, 226]
[260, 262, 270, 271, 268, 257, 255, 256]
[309, 306, 307, 307, 311, 311, 314, 318]
[378, 379, 375, 375, 377, 384, 386, 387]
[205, 214, 209, 213, 209, 203, 201, 199]
[254, 242, 234, 236, 237, 239, 242, 242]
[327, 319, 322, 328, 331, 331, 332, 335]
[289, 293, 302, 302, 296, 289, 285, 284]
[240, 238, 235, 233, 234, 236, 237, 240]
