[118, 115, 115, 115, 116, 115, 115, 118]
[110, 107, 105, 105, 106, 107, 108, 112]
[53, 50, 51, 52, 51, 52, 53, 52]
[172, 168, 167, 168, 168, 168, 168, 171]
[91, 90, 91, 95, 96, 92, 86, 86]
[158, 160, 154, 155, 156, 155, 152, 150]
[2, 2, 2, 2, 2, 2, 2, 2]
[58, 56, 57, 59, 56, 56, 58, 56]
[38, 38, 39, 38, 38, 37, 36, 37]
[1, 1, 1, 1, 1, 1, 1, 1]
[51, 48, 49, 50, 49, 50, 50, 49]
[117, 114, 111, 111, 113, 113, 114, 118]
[118, 115, 115, 115, 116, 115, 115, 118]
[76, 75, 74, 75, 75, 75, 75, 76]
[91, 90, 91, 95, 96, 92, 86, 86]
[1, 1, 1, 1, 1, 1, 1, 1]
[53, 50, 51, 52, 51, 52, 53, 52]
[77, 76, 75, 76, 76, 75, 75, 77]
[85, 82, 82, 84, 83, 83, 83, 85]
[158, 153, 152, 157, 158, 159, 159, 160]
[163, 161, 156, 153, 152, 153, 154, 157]
[132, 130, 125, 123, 126, 128, 128, 127]
[82, 81, 84, 85, 85, 84, 84, 84]
[135, 135, 134, 136, 134, 134, 135, 138]
[112, 112, 108, 111, 112, 112, 113, 114]
[121, 118, 115, 115, 117, 117, 118, 122]
[115, 112, 110, 110, 112, 112, 113, 117]
[163, 156, 152, 158, 157, 160, 160, 156]
[100, 99, 103, 101, 101, 101, 100, 100]
[171, 166, 165, 167, 170, 176, 176, 173]
[107, 103, 105, 106, 105, 105, 105, 104]
[58, 56, 57, 59, 56, 56, 58, 56]
[203, 203, 198, 196, 199, 198, 195, 192]
[11, 11, 11, 11, 11, 11, 11, 11]
[172, 168, 166, 166, 170, 172, 172, 178]
[303, 297, 301, 297, 302, 310, 309, 310]
[97, 99, 99, 99, 101, 102, 103, 103]
[78, 75, 75, 77, 77, 77, 77, 78]
[22, 22, 22, 22, 22, 23, 22, 23]
[74, 73, 72, 73, 73, 73, 73, 74]
[76, 75, 74, 75, 75, 75, 75, 76]
[36, 36, 38, 38, 37, 37, 38, 37]
[163, 156, 152, 158, 157, 160, 160, 156]
[121, 118, 115, 115, 117, 117, 118, 122]
[160, 153, 150, 156, 155, 158, 158, 154]
[158, 153, 152, 157, 158, 159, 159, 160]
[54, 51, 52, 53, 52, 53, 54, 53]
[107, 103, 105, 106, 105, 105, 105, 104]
[303, 297, 301, 297, 302, 310, 309, 310]
[105, 102, 100, 100, 102, 102, 103, 106]
