[140, 138, 139, 138, 135, 134, 138, 135]
[274, 273, 273, 274, 276, 277, 277, 276]
[298, 296, 293, 293, 290, 292, 295, 300]
[251, 244, 241, 240, 243, 246, 247, 248]
[230, 226, 230, 230, 231, 230, 231, 234]
[150, 147, 148, 147, 148, 150, 156, 155]
[204, 208, 210, 211, 208, 205, 201, 199]
[271, 267, 261, 264, 269, 270, 270, 274]
[294, 292, 287, 289, 289, 291, 292, 294]
[254, 250, 245, 248, 256, 259, 257, 258]
[295, 294, 290, 289, 289, 290, 292, 299]
[164, 164, 165, 167, 167, 167, 167, 168]
[230, 237, 241, 238, 231, 223, 227, 225]
[209, 209, 210, 211, 212, 206, 206, 207]
[120, 117, 118, 120, 121, 125, 130, 126]
[236, 229, 229, 232, 233, 234, 236, 237]
[140, 138, 139, 138, 135, 134, 138, 135]
[267, 262, 255, 259, 266, 269, 268, 270]
[204, 208, 210, 211, 208, 205, 201, 199]
[230, 237, 241, 238, 231, 223, 227, 225]
[298, 296, 293, 293, 290, 292, 295, 300]
[251, 244, 241, 240, 243, 246, 247, 248]
[247, 245, 245, 245, 249, 252, 252, 253]
[193, 194, 190, 188, 191, 191, 188, 187]
[152, 147, 146, 150, 152, 152, 153, 154]
[163, 162, 162, 164, 158, 156, 157, 156]
[346, 336, 330, 325, 327, 329, 327, 332]
[179, 173, 172, 172, 172, 181, 183, 178]
[265, 265, 275, 275, 269, 260, 255, 254]
[227, 225, 220, 221, 222, 222, 224, 228]
[185, 189, 192, 192, 189, 182, 180, 180]
[272, 268, 269, 272, 276, 267, 260, 258]
[228, 229, 228, 228, 232, 234, 236, 240]
[180, 178, 173, 173, 177, 182, 178, 174]
[209, 209, 210, 211, 212, 206, 206, 207]
[204, 210, 214, 208, 203, 201, 199, 198]
[170, 168, 168, 170, 163, 162, 163, 162]
[166, 165, 162, 158, 158, 159, 159, 160]
[208, 208, 209, 212, 205, 205, 205, 203]
[215, 215, 214, 217, 218, 211, 212, 212]
[295, 294, 290, 289, 289, 290, 292, 299]
[242, 245, 240, 232, 238, 240, 235, 231]
[250, 250, 250, 249, 253, 254, 256, 262]
[304, 302, 303, 303, 307, 307, 310, 314]
[304, 299, 302, 299, 304, 311, 313, 312]
[175, 175, 175, 174, 175, 177, 178, 178]
[100, 97, 96, 98, 99, 99, 99, 100]
[219, 217, 212, 210, 212, 216, 219, 219]
[244, 249, 251, 248, 248, 244, 238, 233]
[238, 233, 232, 233, 237, 242, 241, 241]
