[119, 117, 123, 122, 117, 113, 112, 111]
[254, 247, 251, 252, 252, 254, 255, 255]
[208, 199, 199, 204, 203, 206, 206, 204]
[228, 221, 220, 225, 222, 221, 222, 223]
[228, 225, 229, 229, 230, 229, 230, 232]
[150, 146, 147, 147, 147, 150, 155, 154]
[185, 181, 185, 187, 179, 176, 182, 176]
[263, 259, 253, 256, 261, 262, 262, 266]
[231, 230, 229, 227, 233, 238, 236, 234]
[144, 141, 146, 147, 140, 139, 139, 136]
[295, 294, 290, 288, 289, 290, 291, 298]
[168, 168, 168, 171, 171, 169, 168, 168]
[252, 258, 261, 259, 250, 242, 246, 244]
[98, 98, 98, 98, 98, 100, 97, 98]
[117, 116, 113, 113, 113, 114, 114, 116]
[181, 179, 182, 183, 181, 179, 181, 186]
[119, 117, 123, 122, 117, 113, 112, 111]
[179, 175, 179, 182, 174, 171, 177, 171]
[185, 181, 185, 187, 179, 176, 182, 176]
[252, 258, 261, 259, 250, 242, 246, 244]
[208, 199, 199, 204, 203, 206, 206, 204]
[228, 221, 220, 225, 222, 221, 222, 223]
[246, 243, 244, 243, 247, 250, 251, 252]
[192, 192, 188, 186, 189, 189, 186, 186]
[152, 147, 146, 151, 152, 153, 153, 154]
[171, 170, 169, 171, 165, 163, 165, 163]
[276, 272, 273, 270, 269, 270, 270, 277]
[158, 157, 166, 171, 157, 155, 154, 151]
[259, 259, 269, 269, 263, 255, 250, 248]
[229, 228, 222, 224, 226, 227, 228, 232]
[185, 189, 192, 192, 189, 182, 180, 180]
[184, 182, 178, 180, 178, 180, 181, 183]
[139, 132, 131, 136, 135, 135, 136, 137]
[155, 155, 155, 156, 157, 157, 164, 166]
[98, 98, 98, 98, 98, 100, 97, 98]
[253, 248, 244, 246, 250, 254, 256, 255]
[167, 166, 165, 167, 160, 159, 160, 159]
[140, 137, 132, 130, 133, 135, 134, 133]
[165, 160, 159, 161, 165, 170, 170, 168]
[233, 233, 233, 235, 236, 229, 229, 229]
[295, 294, 290, 288, 289, 290, 291, 298]
[241, 245, 239, 231, 237, 239, 235, 231]
[153, 153, 157, 158, 156, 155, 156, 158]
[174, 173, 177, 186, 180, 175, 174, 172]
[303, 298, 301, 297, 302, 310, 312, 310]
[176, 176, 175, 174, 176, 177, 179, 179]
[284, 280, 282, 287, 281, 280, 283, 281]
[225, 222, 218, 215, 217, 221, 225, 224]
[247, 250, 253, 250, 250, 245, 239, 235]
[235, 229, 229, 230, 233, 238, 238, 238]
