[406, 411, 414, 412, 412, 414, 406, 403]
[444, 444, 443, 444, 445, 445, 443, 441]
[407, 406, 399, 399, 403, 403, 405, 409]
[441, 442, 439, 438, 435, 433, 436, 437]
[441, 443, 443, 444, 448, 450, 446, 447]
[445, 444, 443, 445, 445, 439, 435, 433]
[409, 406, 406, 402, 398, 400, 402, 407]
[354, 351, 351, 347, 346, 348, 351, 354]
[460, 462, 463, 462, 463, 461, 456, 453]
[364, 368, 371, 373, 369, 367, 364, 362]
[305, 308, 303, 301, 303, 300, 297, 296]
[439, 443, 443, 443, 445, 444, 439, 435]
[301, 302, 302, 304, 301, 299, 296, 294]
[349, 354, 352, 354, 354, 355, 353, 350]
[450, 447, 445, 442, 439, 440, 444, 448]
[456, 451, 449, 452, 452, 455, 456, 457]
[406, 411, 414, 412, 412, 414, 406, 403]
[382, 383, 391, 393, 390, 388, 387, 383]
[409, 406, 406, 402, 398, 400, 402, 407]
[301, 302, 302, 304, 301, 299, 296, 294]
[407, 406, 399, 399, 403, 403, 405, 409]
[441, 442, 439, 438, 435, 433, 436, 437]
[293, 304, 307, 306, 301, 297, 295, 290]
[439, 439, 442, 444, 445, 446, 441, 437]
[356, 360, 355, 354, 354, 357, 358, 358]
[368, 372, 380, 382, 382, 382, 374, 366]
[499, 499, 499, 499, 499, 499, 499, 499]
[399, 400, 404, 406, 404, 399, 398, 393]
[394, 398, 402, 404, 401, 391, 386, 382]
[366, 364, 360, 359, 361, 364, 367, 369]
[384, 386, 384, 382, 384, 386, 381, 378]
[446, 442, 443, 445, 444, 447, 448, 448]
[316, 320, 322, 321, 320, 315, 311, 311]
[492, 489, 492, 490, 488, 482, 478, 479]
[349, 354, 352, 354, 354, 355, 353, 350]
[427, 432, 433, 437, 440, 432, 423, 418]
[417, 409, 410, 408, 405, 413, 416, 410]
[381, 380, 381, 378, 377, 378, 382, 386]
[373, 371, 369, 368, 367, 370, 373, 373]
[328, 340, 345, 345, 339, 331, 322, 318]
[305, 308, 303, 301, 303, 300, 297, 296]
[381, 385, 385, 380, 379, 379, 374, 374]
[349, 351, 353, 352, 349, 344, 341, 340]
[477, 480, 482, 479, 482, 482, 482, 483]
[414, 413, 417, 412, 407, 412, 417, 419]
[348, 353, 355, 351, 351, 353, 354, 354]
[461, 457, 456, 455, 453, 454, 460, 461]
[452, 451, 448, 443, 450, 456, 456, 452]
[358, 360, 361, 361, 361, 358, 357, 357]
[373, 378, 381, 378, 372, 369, 369, 367]
